,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
2248,la rioja,general belgrano,castro barros,116,no,no,no,no,no,si,no,no,no,-30.5956924271806,-65.7419372748158
2249,la rioja,general belgrano,chañar,903,si,no,no,si,no,si,si,si,no,-30.5590304532238,-65.9735931205601
2250,formosa,matacos,ingeniero guillermo n. juárez,12798,si,no,no,no,si,si,si,si,si,-23.8976004129254,-61.8538220483946
2251,formosa,patiño,bartolomé de las casas,1134,no,no,no,no,si,si,no,no,no,-25.3474022268881,-59.6181476016645
2252,formosa,patiño,colonia sarmiento,173,no,no,no,no,no,no,no,no,no,-24.6444789665474,-59.4332808273711
2253,formosa,patiño,comandante fontana,6615,no,no,no,no,no,si,si,si,si,-25.3347934740298,-59.6828071882955
2254,formosa,patiño,el recreo,346,no,no,no,no,no,no,no,no,no,-25.0663152545433,-59.2513514627224
2255,formosa,patiño,estanislao del campo,4523,si,no,no,no,no,si,si,no,si,-25.0531922647351,-60.0939271832043
2256,formosa,patiño,fortín cabo 1º lugones,1351,no,no,no,no,no,si,no,no,si,-24.2854864616665,-59.8282499173384
2257,formosa,patiño,fortín sargento 1º leyes,133,no,no,no,no,si,si,no,no,no,-24.5503048524758,-68.94186006843194
2258,formosa,patiño,ibarreta,9429,si,no,no,no,si,si,si,si,si,-25.2113191232301,-59.8570398440914
2259,formosa,patiño,juan g. bazán,413,no,no,no,no,no,si,no,no,si,-24.5418137126365,-60.8341896995338
2260,formosa,patiño,las lomitas,12399,si,no,no,si,si,si,si,si,si,-24.7105776136691,-60.5937892586839
2261,formosa,patiño,posta cambio zalazar,603,no,no,no,no,no,si,no,no,si,-24.2115848629554,-69.02269960966744
2262,formosa,patiño,pozo del tigre,4517,si,no,no,si,no,si,si,si,si,-24.8975997693171,-60.3187890218463
2263,formosa,patiño,san martín i,66,no,no,no,no,no,si,no,no,no,-24.5319053014019,-68.99303803569653
2264,formosa,patiño,san martín ii,3119,no,no,no,si,no,si,si,no,si,-24.4331529800639,-68.96846810176334
2265,jujuy,susques,olacapato,45,no,no,no,si,no,si,no,no,no,-24.1152805507803,-66.7186508694002
2266,formosa,pilcomayo,laguna naick-neck,2479,si,no,no,no,si,si,si,no,si,-25.2193910506962,-58.1230791260523
2267,formosa,pilcomayo,palma sola,212,no,no,no,no,no,si,no,no,si,-25.2475512345955,-57.9768403788083
2268,formosa,pilcomayo,puerto pilcomayo,669,no,no,no,no,no,si,no,no,no,-25.3688131700972,-57.6524943008573
2269,formosa,pilcomayo,riacho he-he,4304,no,no,no,si,no,si,si,si,si,-25.3617117019838,-58.2782518825352
2270,formosa,pilcomayo,riacho negro,720,no,no,no,no,no,si,no,no,si,-25.4224320225992,-57.7914545139812
2271,formosa,pilcomayo,siete palmas,863,si,no,no,si,no,si,si,no,si,-25.2015076619063,-68.83590055046764
2272,formosa,pirané,colonia campo villafañe,4494,no,no,no,si,no,si,si,no,si,-26.2048681517277,-59.0780331803401
2273,formosa,pirané,el colorado,14228,si,no,no,si,si,si,si,no,si,-26.3117354640006,-59.3684434678409
2274,formosa,pirané,palo santo,6379,no,si,no,no,si,si,si,si,si,-25.5639063797961,-59.3360059836081
2275,formosa,pirané,pirané,20335,no,no,no,si,si,si,no,si,si,-25.7306417902346,-59.1075205904775
2276,formosa,pirané,villa kilómetro 213,4675,no,no,no,no,si,si,si,no,si,-26.1864626491659,-59.3683950578867
2277,formosa,ramón lista,el potrillo,3371,no,no,no,no,no,si,no,no,no,-23.1607663192891,-62.0107787024286
2278,formosa,ramón lista,el quebracho,415,no,no,no,no,no,si,no,no,no,-23.3394869143818,-61.8734659544108
2279,entre rios,nogoyá,hernández,1510,si,no,no,no,si,si,si,si,si,-32.3380692970598,-60.0301404781048
2280,entre rios,nogoyá,lucas gonzález,4364,si,no,no,no,no,si,si,si,si,-32.3859289481651,-68.95596295919634
2281,entre rios,nogoyá,nogoyá,22824,si,no,no,no,no,si,si,si,si,-32.3956416421841,-59.7880764157544
2282,entre rios,nogoyá,xx de setiembre,178,no,no,no,no,no,si,si,no,no,-32.3866241398753,-59.6630736582897
2283,entre rios,paraná,aldea maría luisa,773,no,no,no,no,no,si,si,no,si,-31.8847292300203,-60.4087456869806
2284,entre rios,paraná,aldea san juan,66,no,no,no,no,no,no,no,no,no,-31.9982237404715,-60.3583819889242
2285,entre rios,paraná,aldea san rafael,144,no,no,no,no,no,si,si,no,no,-31.9598299451355,-60.2558755485286
2286,entre rios,paraná,aldea santa maría,302,no,no,no,no,no,no,si,no,no,-31.6128701885629,-60.0070721806963
2287,entre rios,paraná,aldea santa rosa,71,no,no,no,no,no,no,no,no,no,-32.0164544602725,-60.2411073474122
2288,entre rios,paraná,cerrito,5310,si,si,no,no,si,si,si,si,si,-31.5821711222967,-60.0740223148253
2289,entre rios,paraná,colonia avellaneda,2970,si,no,no,no,no,si,si,si,si,-31.7680690511493,-60.4050220629258
2290,entre rios,paraná,colonia crespo,69,no,no,no,no,no,no,no,no,no,-31.6777727008412,-60.2436880885317
2291,entre rios,paraná,colonia merou,0,no,no,no,no,no,no,no,no,no,-32.313223850202505,-63.06313459738234
2292,entre rios,paraná,crespo,19536,si,si,no,si,no,si,si,si,si,-32.0346491846505,-60.3107514290928
2293,entre rios,paraná,crucesitas séptima sección,82,no,no,no,no,no,si,no,no,no,-32.2813236560152,-63.00283297274274
2294,entre rios,paraná,el palenque,155,no,no,no,no,no,si,si,no,si,-31.6625748086746,-60.1751144821058
2295,entre rios,diamante,general ramírez,8868,si,si,no,no,no,si,si,si,si,-32.1772714430842,-60.1985605811767
2296,entre rios,diamante,la juanita,22,no,no,no,no,no,no,no,no,no,-31.8753768018271,-69.06774511006283
2297,entre rios,diamante,las jaulas,44,no,no,no,no,no,no,no,no,no,-31.8327184836082,-60.6048471558247
2298,entre rios,diamante,paraje la virgen,59,no,no,no,no,no,no,no,no,no,-35.473059599323705,-60.6531968809921
2299,entre rios,diamante,puerto las cuevas,585,no,no,no,no,no,no,no,no,no,-32.3342284848162,-60.4872902471305
2300,entre rios,diamante,strobel,0,no,si,no,no,no,no,no,si,si,-32.0585362988015,-60.6108078415946
2301,entre rios,diamante,villa libertador san martín,6312,si,no,no,no,no,si,si,si,si,-32.0697561751369,-60.4624463940416
2302,entre rios,federación,chajarí,32734,si,si,no,si,no,si,si,si,si,-30.7540759107669,-57.9841625878637
2303,entre rios,federación,colonia alemana,137,no,no,no,no,no,si,no,no,no,-35.37093919276111,-58.0221576342783
2304,entre rios,federación,colonia ensanche sauce,0,no,no,no,no,no,si,no,no,si,-30.8567132993029,-57.8648918069168
2305,entre rios,federación,colonia la argentina,207,no,no,no,no,no,si,si,si,si,-32.28132337320581,-63.00283297075183
2306,entre rios,federación,colonia peña,58,no,no,no,no,no,si,no,no,no,-30.7974915997552,-58.1756384659062
2307,entre rios,federación,colonia santa maría,0,no,no,no,no,no,si,no,no,si,-30.5993375212861,-58.1858011706289
2308,entre rios,federación,federación,16658,si,no,no,si,no,si,si,si,si,-35.380330586580804,-57.9183475208406
2309,entre rios,federación,los conquistadores,1177,no,si,no,no,no,si,si,si,si,-30.5944074579969,-58.4682627057869
2310,entre rios,federación,san jaime de la frontera,4143,no,si,no,no,no,si,si,si,si,-30.3396273493524,-58.3080915973688
2311,formosa,ramón lista,general mosconi,1902,no,no,no,si,si,si,si,no,no,-23.1827186246626,-69.23323976715014
2312,jujuy,cochinoca,abdón castro tolay,279,no,no,no,no,no,no,no,no,no,-23.3386411031225,-66.0901432282825
2313,jujuy,cochinoca,abra pampa,8705,no,no,no,no,si,si,si,no,si,-22.7215697648051,-65.6932137518832
2314,jujuy,cochinoca,abralaite,56,no,no,no,no,no,no,no,no,no,-23.1538168323179,-65.7853351958793
2315,jujuy,cochinoca,agua de castilla,96,no,no,no,no,no,no,no,no,no,-23.2161107288132,-65.8126832832967
2316,jujuy,cochinoca,casabindo,118,no,no,no,no,no,no,no,no,no,-22.9439052333036,-66.0287330395054
2317,jujuy,cochinoca,cochinoca,67,no,no,no,no,no,no,no,no,no,-22.7419005409313,-69.59256216346084
2318,jujuy,cochinoca,la redonda,45,no,no,no,no,si,no,no,no,no,-22.5289792213782,-65.5227806528915
2319,jujuy,cochinoca,puesto del marquéz,255,no,no,no,si,no,no,no,no,si,-22.5351797700612,-65.6988399422374
2320,jujuy,cochinoca,quebraleña,53,no,no,no,no,no,no,no,no,no,-23.2858702882652,-65.7700882487411
2321,jujuy,cochinoca,quera,34,no,no,no,no,no,no,no,no,no,-23.1008393564743,-65.7628638580427
2322,jujuy,cochinoca,rinconadillas,189,no,no,no,no,no,no,no,no,no,-23.2886643513195,-65.9412335357817
2323,jujuy,cochinoca,san francisco de alfarcito,169,no,no,no,no,no,no,no,no,no,-23.2753025226875,-65.9463804620407
2324,jujuy,cochinoca,santa ana de la puna,41,no,no,no,no,no,no,no,no,no,-23.1466006001565,-66.0321033317768
2325,jujuy,cochinoca,santuario de tres pozos,152,no,no,no,no,no,no,no,no,no,-23.5155069556653,-65.9476128685398
2326,jujuy,cochinoca,tambillos,122,no,no,no,no,no,no,no,no,no,-22.8895749670499,-65.9630137674565
2327,jujuy,cochinoca,tusaquillas,134,no,no,no,no,no,no,no,no,no,-23.1709455394342,-65.9732427949322
2328,jujuy,doctor manuel belgrano,dr. manuel belgrano,82,no,no,no,si,si,si,no,no,no,-23.9482980868379,-65.2984613199784
2329,jujuy,doctor manuel belgrano,guerrero,518,si,si,no,no,no,no,si,si,si,-24.1861828032769,-69.54729603789293
2330,jujuy,doctor manuel belgrano,la almona,42,no,si,no,si,no,no,no,no,no,-24.2607538226752,-69.54240668195533
2331,jujuy,doctor manuel belgrano,león,630,no,si,no,no,si,no,no,no,no,-24.0359632743029,-65.4315558946392
2332,jujuy,doctor manuel belgrano,lozano (ap. chañi),1388,no,no,no,no,no,si,si,si,si,-24.0773597398703,-65.4047004835351
2333,jujuy,doctor manuel belgrano,ocloyas,70,no,no,no,no,no,no,no,no,no,-23.9096538285094,-65.1955065762574
2334,jujuy,doctor manuel belgrano,san pablo de reyes,0,no,no,no,no,no,no,no,no,no,-24.1436588948106,-69.55112491087394
2335,jujuy,doctor manuel belgrano,san salvador de jujuy (est. jujuy),257970,si,si,no,si,si,si,si,si,si,-24.1953577939088,-69.53307797641014
2336,jujuy,doctor manuel belgrano,yala,1953,no,no,no,no,si,si,si,si,si,-24.1217546163942,-65.4145726152103
2337,jujuy,el carmen,aguas calientes,2563,no,no,no,no,no,si,no,no,no,-24.5838759624546,-64.9235272487523
2338,jujuy,el carmen,barrio el milagro,1321,no,no,no,no,no,no,no,no,no,-24.4612361196434,-69.51473833888774
2339,jujuy,el carmen,barrio la unión,700,no,no,no,no,no,no,no,no,no,-24.4035420691548,-65.0685901094716
2340,jujuy,el carmen,el carmen,13623,si,si,no,no,si,si,si,si,si,-24.3855119166984,-69.52888485475513
2341,jujuy,el carmen,fleming,0,no,no,no,no,no,no,no,si,si,-34.74006097638401,-69.49523869196213
2342,jujuy,el carmen,los lapachos (est. maquinista verón),864,no,no,no,no,no,no,no,si,si,-24.4735714061733,-65.0743929828195
2343,jujuy,el carmen,loteo san vicente,211,no,no,no,no,no,no,no,no,si,-24.4293248380693,-65.1843971543033
2344,jujuy,el carmen,manantiales,326,no,no,no,no,si,no,no,si,si,-24.5056866075889,-64.9759262948199
2345,jujuy,el carmen,monterrico,11591,no,si,no,no,si,si,si,si,si,-24.4385200992504,-65.1622250242149
2346,jujuy,el carmen,pampa blanca,2720,si,si,no,no,si,si,si,si,si,-24.5329937382422,-65.0744141219101
2347,jujuy,el carmen,perico,44750,no,si,no,no,si,si,si,si,si,-24.3798152834467,-65.1132793807486
2348,jujuy,el carmen,pila pardo,0,no,no,no,no,no,no,no,no,no,-24.5598827881681,-64.9141975517301
2349,jujuy,yavi,la quiaca,16874,si,no,no,si,si,si,si,no,si,-34.4913264411592,-65.5962624926205
2350,jujuy,yavi,llulluchayoc,91,no,no,no,no,no,no,no,no,no,-22.5152169464206,-65.3702937518639
2351,jujuy,yavi,pumahuasi,233,no,no,no,si,no,no,no,no,si,-22.2890579793897,-65.6786766560839
2352,jujuy,yavi,san jose,0,no,no,no,no,no,no,no,no,no,-22.1378271107898,-65.3097886156379
2353,jujuy,yavi,yavi,378,no,no,no,no,si,no,no,no,no,-32.28132555516021,-63.00283356734293
2354,jujuy,yavi,yavi chico,33,no,no,no,si,no,no,no,no,no,-22.0909983923897,-65.4650631210317
2355,la pampa,atreucó,doblas,1586,no,si,no,si,si,si,si,no,no,-37.1521838816608,-64.0140550927574
2356,la pampa,atreucó,macachín,4814,no,no,no,si,si,si,si,no,si,-37.1369555361687,-69.36954709627943
2357,la pampa,atreucó,miguel riglos,2034,no,no,no,si,si,si,si,no,si,-36.8538749058938,-63.6881846143541
2358,la pampa,atreucó,rolón,678,no,no,no,no,si,si,si,no,si,-35.998005763609406,-63.4171582009534
2359,la pampa,atreucó,tomas m. anchorena,307,no,no,si,no,si,si,si,no,no,-36.8406606874148,-63.5205021645149
2360,la pampa,caleu caleu,anzoategui,68,no,no,no,no,no,no,no,no,no,-38.9630526765691,-63.8608882456791
2361,la pampa,caleu caleu,la adela,1904,no,si,no,no,si,si,no,si,si,-38.9739618507806,-64.0893166949512
2362,la pampa,capital,anguil,1705,no,si,no,si,si,si,si,si,si,-35.934115604667404,-69.40388850252333
2363,jujuy,susques,olaroz chico,226,no,no,no,si,si,si,si,no,no,-23.3989910080496,-66.7829414619282
2364,jujuy,susques,pastos chicos,104,no,no,no,si,no,no,no,no,no,-23.7718693292219,-69.64493125905973
2365,jujuy,susques,puesto sey,94,no,no,no,si,no,no,no,no,no,-23.9584550578191,-66.4953540959523
2366,jujuy,susques,san juan de quillaqués,72,no,no,no,si,si,no,no,no,no,-23.1460647975727,-66.2485374885877
2367,jujuy,susques,susques,1611,no,no,no,si,si,si,si,no,si,-23.3997525205999,-66.3674476958012
2368,jujuy,tilcara,colonia san josé,274,no,no,no,no,no,no,no,no,no,-23.4023544678311,-65.3910451552268
2369,jujuy,tilcara,huacalera,712,no,no,no,si,no,no,no,no,no,-23.4341642603915,-65.3513341366081
2370,jujuy,tilcara,juella,200,no,no,no,no,no,no,si,no,no,-23.5025387170793,-65.4318962131793
2371,jujuy,tilcara,maimará,3353,no,no,no,si,si,si,si,no,si,-23.6208130147957,-65.4078600419067
2372,jujuy,tilcara,tilcara,4691,no,no,no,si,si,si,si,si,si,-23.5703520143236,-65.3940793438321
2373,jujuy,tilcara,yacoraite,0,no,no,no,no,no,no,no,no,no,-23.4023544678311,-65.3910451552268
2374,jujuy,tumbaya,bárcena,139,no,no,no,no,no,si,no,no,no,-23.9694741938995,-69.54748067773023
2375,jujuy,tumbaya,el moreno,154,no,no,no,no,no,no,no,no,no,-23.8418583337461,-65.8300087469469
2376,jujuy,tumbaya,puerta de colorados,28,no,no,no,no,no,no,no,no,no,-23.5613891108623,-63.65974521897964
2377,jujuy,tumbaya,purmamarca,891,si,no,no,no,no,si,si,no,si,-23.7409980636707,-65.5052412332687
2378,jujuy,tumbaya,tumbaya,428,no,no,no,no,no,si,si,no,si,-23.8523034100617,-69.54955837948964
2379,jujuy,tumbaya,volcán,1121,si,no,no,no,no,si,si,no,si,-23.9138726824815,-65.4630986774907
2380,jujuy,valle grande,caspalá,225,no,no,no,no,no,no,no,no,no,-23.3572362927788,-65.1183997355336
2381,jujuy,valle grande,pampichuela,130,no,no,no,no,no,no,no,no,no,-23.5544093778059,-65.0528072587448
2382,jujuy,valle grande,san francisco,504,no,no,no,no,no,no,no,no,no,-23.6174664054774,-64.9548612286321
2383,jujuy,valle grande,santa ana,416,no,no,no,no,si,no,no,no,no,-23.3576613065649,-64.9879232445175
2384,entre rios,paraná,el pingo,766,no,no,no,no,no,si,si,si,si,-31.5838497016925,-59.8938069366259
2385,entre rios,paraná,el ramblón,0,no,no,no,no,no,no,no,no,si,-31.8480473768248,-60.0927487719843
2386,entre rios,paraná,el ramblón,0,no,no,no,no,no,si,no,no,si,-31.8480473768248,-60.0927487719843
2387,entre rios,paraná,hasenkamp,4805,no,si,no,si,si,si,si,si,si,-31.5133052410614,-63.60120260896093
2388,entre rios,paraná,hernandarias,5373,no,si,no,no,no,si,si,si,si,-31.2324500702019,-59.9872576438234
2389,entre rios,paraná,la picada,564,si,no,no,si,no,no,si,si,si,-31.7267100818149,-60.2971793004448
2390,entre rios,paraná,las tunas,101,no,no,no,no,si,si,no,no,no,-31.8706095724666,-59.7324361083485
2391,entre rios,paraná,maría grande,7557,no,si,si,si,no,si,si,si,si,-31.6660715037636,-59.9044379252459
2392,entre rios,paraná,oro verde,4116,si,si,no,no,no,si,si,si,si,-31.8257355466309,-60.5182728163031
2393,entre rios,paraná,paraná,247139,si,si,si,si,si,si,si,si,si,-31.7415676426411,-60.5284145917589
2394,entre rios,paraná,pueblo bellocq (est. las garzas),282,no,no,no,no,no,no,si,no,no,-31.4287140394702,-59.7457885927193
2395,entre rios,paraná,pueblo brugo,802,no,no,no,no,no,si,si,si,si,-31.3883015926493,-60.0938334043815
2396,entre rios,paraná,pueblo general san martín,296,no,no,no,no,no,no,no,no,si,-31.4636064114686,-60.1679618601982
2397,neuquen,zapala,los catutos,229,no,no,no,no,no,si,no,no,no,-38.8384807985925,-70.1962106815081
2398,neuquen,zapala,mariano moreno,2660,si,no,si,no,si,si,si,no,no,-38.7642591265553,-70.0386669795207
2399,neuquen,zapala,ramon m. castro,125,no,no,no,no,no,no,no,no,si,-36.167873404187404,-69.97785944146433
2400,neuquen,zapala,zapala,32097,si,no,si,si,si,si,si,si,si,-38.8961687323721,-70.0668545323772
2401,rio negro,25 de mayo,aguada de guerra,126,no,no,no,no,no,si,no,no,no,-41.0639017102391,-68.3843810353051
2402,rio negro,25 de mayo,clemente onelli,114,no,no,no,si,no,no,no,no,no,-41.2448350046555,-70.0342029410146
2403,rio negro,25 de mayo,colan conhue,76,no,no,no,no,si,no,si,no,no,-40.6706084126156,-69.1112545579991
2404,rio negro,25 de mayo,el caín,176,no,no,no,no,si,no,si,no,no,-41.8182874251641,-68.0774152377244
2405,rio negro,25 de mayo,ingeniero jacobacci,6261,si,no,si,si,si,si,si,si,si,-41.3268134240327,-69.5441263890306
2406,rio negro,25 de mayo,los menucos,5187,no,no,no,no,si,si,no,no,si,-40.8451911426273,-68.0832025061279
2407,rio negro,25 de mayo,maquinchao,2494,no,no,no,no,si,si,si,no,si,-41.2475165638608,-68.7003410687453
2408,rio negro,25 de mayo,mina santa teresita,3,no,no,no,no,no,no,no,no,no,-40.9343435582627,-69.94399879118784
2409,rio negro,25 de mayo,pilquiniyeu,46,no,no,no,no,si,no,no,no,no,-41.9083865405739,-68.3424732450183
2410,rio negro,9 de julio,comicó,82,no,no,no,no,si,no,no,no,no,-41.0632755118249,-67.5965600975269
2411,rio negro,9 de julio,cona niyeu,217,no,no,no,no,si,no,si,no,no,-41.8812021704501,-66.9407404270844
2412,rio negro,9 de julio,ministro ramos mexía,973,no,no,no,si,si,si,no,no,no,-40.5085400133825,-67.2619207148835
2413,la pampa,guatraché,general manuel j. campos,935,no,no,no,si,si,no,si,no,si,-37.4589894326191,-63.5872408548874
2414,la pampa,guatraché,guatraché,3697,no,si,no,si,si,si,si,si,si,-37.6669652272263,-63.5415367289386
2415,la pampa,guatraché,perú,39,no,no,no,no,no,si,no,no,no,-37.6623849438401,-64.1373213494442
2416,la pampa,guatraché,santa teresa,466,no,no,no,si,no,no,si,no,no,-37.5749339058948,-63.4328864695669
2417,la pampa,hucal,abramo,312,no,no,no,si,si,si,no,no,no,-37.8943313295474,-63.8515025914131
2418,la pampa,hucal,bernasconi,1577,si,no,no,si,si,si,si,si,si,-37.9020681912485,-63.7450793526802
2419,la pampa,hucal,general san martín (est. villa alba),2576,no,no,no,si,no,si,si,si,si,-37.9785301335454,-63.6065854529977
2420,la pampa,hucal,hucal,3,no,no,no,no,no,no,no,no,no,-37.7849629183535,-64.0306677804584
2421,la pampa,hucal,jacinto arauz,2434,no,no,no,si,si,si,si,si,si,-38.0837587172211,-63.4321816643775
2422,la pampa,lihuel calel,cuchillo co,208,no,no,no,si,si,no,no,no,si,-38.3336784745408,-64.6422526958764
2423,la pampa,limay mahuida,la reforma,221,no,no,no,no,si,si,si,no,si,-37.5520049423349,-66.2268538972728
2424,la pampa,limay mahuida,limay mahuida,75,no,no,no,no,si,si,no,no,no,-37.1597120530545,-66.6745400356471
2425,la pampa,loventué,carro quemado,301,no,no,no,si,si,si,si,no,no,-32.64607899197251,-65.3429160249895
2426,la pampa,loventué,loventué,111,no,no,no,si,no,no,si,no,no,-36.1887459763907,-65.2899702728719
2427,la pampa,loventué,luan toro,689,no,no,no,no,si,si,si,no,si,-36.2016818772905,-65.0972782402489
2428,la pampa,loventué,telén,1240,no,no,no,si,si,si,si,no,si,-36.2640564040186,-65.5097731802402
2429,la pampa,loventué,victorica,5703,no,no,no,si,si,si,si,si,si,-36.2048593679219,-65.4403752727095
2430,la pampa,maracó,agustoni,284,no,no,no,no,no,si,si,no,no,-35.7811018772957,-63.3932493460357
2431,la pampa,maracó,dorila,377,no,no,no,si,no,si,si,no,no,-35.7763229509013,-69.37451698205774
2432,la pampa,maracó,general pico,56795,si,si,si,si,si,si,si,si,si,-35.6633805937206,-69.37892583949994
2433,la pampa,maracó,speluzzi,367,no,no,no,si,no,si,si,no,si,-35.836052704303505,-63.8200403343494
2434,la pampa,maracó,trebolares,46,no,no,no,no,no,no,no,no,no,-35.5855840986961,-63.5887521403772
2435,la pampa,puelén,25 de mayo,7878,no,no,no,si,no,si,si,si,si,-37.7697053748681,-67.7172958236186
2436,la pampa,puelén,casa de piedra,154,no,no,no,no,no,si,no,no,no,-38.2230515311115,-67.1709263654639
2437,la pampa,puelén,puelén,357,no,no,si,no,si,si,si,no,si,-37.3400655492209,-67.6218500509991
